,conversationId,movie_sent,sequence
42,8568,"[('37492', 1, 'S'), ('5772', 1, 'S'), ('5772', 1, 'N'), ('146', 1, 'S'), ('44115', 1, 'N'), ('30298', 1, 'S')]",[REC] [POS] [EG7551110] [SKR] [NEG] [EG7551110] [REC] [POS] [I37492] [POS] [I5772] [SKR] [POS] [I5772] [REC] [POS] [I146] [SKR] [POS] [I44115] [REC] [POS] [I30298]
43,14674,"[('29481', 1, 'S'), ('12086', 1, 'S'), ('63499', 1, 'N'), ('43470', 1, 'N')]",[REC] [POS] [I29481] [POS] [I12086] [SKR] [POS] [I63499] [POS] [EG200092] [POS] [I43470]
44,14960,"[('56571', 1, 'S'), ('51700', 1, 'S'), ('51700', 1, 'S'), ('9992', 1, 'S'), ('60560', 1, 'S')]",[REC] [POS] [I56571] [POS] [I51700] [POS] [I51700] [POS] [I9992] [POS] [I60560]
45,14269,"[('18767', 1, 'N')]",[SKR] [POS] [I18767]
46,6284,"[('49057', 1, 'S'), ('28208', 1, 'S'), ('26578', 1, 'S'), ('26578', 1, 'N')]",[SKR] [POS] [EG157443] [REC] [POS] [I49057] [POS] [I28208] [POS] [I26578] [SKR] [POS] [I26578]
47,9341,"[('6748', 1, 'N'), ('24765', 1, 'N'), ('6748', 1, 'S'), ('24765', 1, 'S'), ('56935', 1, 'N'), ('15539', 1, 'N'), ('38645', 1, 'S'), ('38645', 1, 'N')]",[SKR] [POS] [EG157443] [POS] [I6748] [POS] [I24765] [REC] [POS] [I6748] [POS] [I24765] [SKR] [POS] [I56935] [POS] [I15539] [REC] [POS] [I38645] [SKR] [POS] [I38645]
48,10397,"[('49747', 1, 'S'), ('15349', 1, 'S'), ('54266', 1, 'S'), ('49747', 1, 'S'), ('48553', 1, 'S'), ('17901', 1, 'N')]",[SKR] [POS] [EA3548617] [POS] [EA169461] [POS] [EA40523] [REC] [POS] [I49747] [POS] [I15349] [POS] [I54266] [POS] [I49747] [POS] [I48553] [SKR] [POS] [I17901]
49,10324,"[('5772', 1, 'S'), ('39803', 1, 'S'), ('40951', 1, 'S'), ('11053', 1, 'S')]",[SKR] [POS] [EG157443] [POS] [EG188473] [REC] [POS] [I5772] [POS] [I39803] [POS] [I40951] [POS] [I11053] [SKR] [POS] [EG157443]
50,12266,"[('18434', 1, 'N'), ('34801', 1, 'S'), ('20485', ['NEG'], 'N'), ('20485', 1, 'S')]",[SKR] [POS] [I18434] [REC] [POS] [I34801] [POS] [EA47899] [SKR] [NEG] [I20485] [REC] [POS] [I20485] [SKR] [POS] [EA171905]
51,8406,"[('59179', 1, 'S'), ('3451', 1, 'N'), ('12202', 1, 'S'), ('57027', 1, 'N'), ('40053', 1, 'S'), ('40620', 1, 'S')]",[SKR] [POS] [EG157443] [REC] [POS] [I59179] [SKR] [POS] [I3451] [REC] [POS] [I12202] [SKR] [POS] [I57027] [REC] [POS] [I40053] [POS] [I40620]
52,12621,"[('15333', 1, 'S'), ('40951', 1, 'S'), ('5772', 1, 'S'), ('3451', 1, 'S'), ('30252', 1, 'S')]",[REC] [POS] [I15333] [SKR] [POS] [EG188473] [POS] [EG157443] [REC] [POS] [EG157443] [POS] [I40951] [POS] [EG157443] [POS] [I5772] [POS] [I3451] [POS] [I30252]
53,7481,"[('54614', 1, 'S'), ('23159', 1, 'S'), ('22541', 1, 'S'), ('37281', 1, 'S')]",[SKR] [POS] [EG369747] [REC] [POS] [I54614] [POS] [I23159] [POS] [I22541] [POS] [I37281]
54,19517,"[('28377', 1, 'S'), ('22356', 1, 'S'), ('6942', 1, 'S'), ('6942', 1, 'N')]",[REC] [POS] [I28377] [POS] [I22356] [SKR] [POS] [EA169461] [REC] [POS] [I6942] [SKR] [POS] [I6942] [REC] [POS] [EA11320283]
55,12183,"[('49988', 1, 'N'), ('4597', 1, 'S'), ('56676', 1, 'S'), ('54826', 1, 'S')]",[SKR] [POS] [EG157443] [POS] [EG188473] [POS] [EA2685] [POS] [EA169461] [POS] [I49988] [REC] [POS] [I4597] [POS] [I56676] [POS] [I54826] [POS] [EA365915]
56,13188,"[('63030', 1, 'S'), ('25098', 1, 'S'), ('24793', 1, 'S'), ('9707', 1, 'S'), ('15434', 1, 'S'), ('51411', 1, 'N'), ('13790', 1, 'S')]",[REC] [POS] [I63030] [SKR] [POS] [EG130232] [POS] [EG157443] [REC] [POS] [I25098] [POS] [I24793] [POS] [I9707] [SKR] [POS] [EA2680] [REC] [POS] [I15434] [SKR] [POS] [I51411] [REC] [POS] [I13790]
57,10429,"[('33649', 1, 'N'), ('23257', 1, 'S'), ('33649', 1, 'S'), ('23257', 1, 'N'), ('25098', 1, 'S'), ('38384', 1, 'S'), ('43080', 1, 'N'), ('38384', 1, 'N'), ('38384', 1, 'N')]",[SKR] [POS] [EG130232] [POS] [I33649] [REC] [POS] [I23257] [POS] [I33649] [SKR] [POS] [I23257] [REC] [POS] [I25098] [POS] [I38384] [POS] [EA48337] [SKR] [POS] [I43080] [POS] [I38384] [POS] [I38384]
58,16204,"[('34577', 1, 'N'), ('52572', 1, 'S'), ('50470', 1, 'S'), ('51490', 1, 'S'), ('32080', 1, 'S'), ('51490', 1, 'N'), ('51490', 1, 'N')]",[SKR] [POS] [EG188473] [POS] [I34577] [REC] [POS] [I52572] [POS] [I50470] [POS] [I51490] [POS] [I32080] [SKR] [POS] [I51490] [POS] [I51490]
59,19769,"[('331', 1, 'N'), ('58284', 1, 'S'), ('45818', 1, 'S'), ('31573', 1, 'S'), ('32054', 1, 'S'), ('31573', 1, 'N'), ('58284', 1, 'N')]",[SKR] [POS] [EA38111] [POS] [I331] [REC] [POS] [I58284] [POS] [I45818] [POS] [I31573] [POS] [I32054] [SKR] [POS] [I31573] [POS] [I58284]
60,2793,"[('36684', 1, 'S'), ('8405', 1, 'N'), ('40951', 1, 'S')]",[SKR] [POS] [EG157443] [REC] [POS] [EG157443] [POS] [I36684] [SKR] [POS] [I8405] [REC] [POS] [I40951]
61,17134,"[('3303', 1, 'N'), ('24793', 1, 'S'), ('22831', 1, 'S'), ('22831', 1, 'S'), ('6521', 1, 'S')]",[SKR] [POS] [EG188473] [POS] [I3303] [REC] [POS] [I24793] [POS] [EG188473] [POS] [I22831] [POS] [I22831] [POS] [EA9013304] [POS] [EA192165] [POS] [I6521] [SKR] [POS] [EA192165] [REC] [POS] [EA2685]
62,5488,"[('4661', 1, 'N'), ('34540', 1, 'N'), ('21017', 1, 'N'), ('46172', 1, 'N'), ('10036', 1, 'S'), ('44106', 1, 'S')]",[SKR] [POS] [I4661] [POS] [I34540] [POS] [I21017] [POS] [I46172] [REC] [POS] [I10036] [POS] [I44106]
63,18810,"[('49006', 1, 'N'), ('60759', 1, 'N'), ('33859', 1, 'S'), ('24563', 1, 'N'), ('62018', 1, 'S'), ('62886', 1, 'S')]",[SKR] [POS] [EG157443] [POS] [I49006] [POS] [I60759] [REC] [POS] [I33859] [SKR] [POS] [I24563] [REC] [POS] [I62018] [POS] [I62886]
64,9702,"[('15698', 1, 'N'), ('29514', 1, 'S'), ('47461', 1, 'S'), ('56906', 1, 'S'), ('56906', 1, 'N'), ('24702', 1, 'S'), ('48989', 1, 'S')]",[SKR] [POS] [I15698] [REC] [POS] [I29514] [POS] [I47461] [POS] [I56906] [POS] [EA169963] [SKR] [POS] [I56906] [REC] [POS] [I24702] [POS] [I48989]
65,9016,"[('59499', 1, 'N'), ('55106', 1, 'S'), ('44789', 1, 'S'), ('3507', 1, 'S'), ('5428', 1, 'S')]",[SKR] [POS] [EG157443] [POS] [EA132952] [POS] [I59499] [REC] [POS] [I55106] [POS] [I44789] [SKR] [POS] [EG157443] [REC] [POS] [I3507] [SKR] [POS] [EG157443] [REC] [POS] [EG130232] [POS] [EA83338] [POS] [I5428]
66,17845,"[('40620', 1, 'S'), ('42760', 1, 'N'), ('40620', 1, 'N'), ('19234', 1, 'S'), ('57797', 1, 'S'), ('57797', 1, 'N')]",[SKR] [POS] [EG157443] [REC] [POS] [I40620] [SKR] [POS] [I42760] [POS] [I40620] [REC] [POS] [I19234] [NEG] [EG157443] [POS] [I57797] [SKR] [POS] [I57797] [POS] [EA111836377]
67,14462,"[('3670', 1, 'S'), ('8405', 1, 'S'), ('3670', 1, 'N'), ('8405', 1, 'N'), ('29426', 1, 'S'), ('21884', 1, 'S'), ('8405', 1, 'S'), ('21884', 1, 'N'), ('29426', 1, 'N')]",[REC] [POS] [I3670] [POS] [I8405] [SKR] [POS] [I3670] [POS] [I8405] [REC] [POS] [I29426] [POS] [I21884] [POS] [I8405] [SKR] [POS] [I21884] [POS] [I29426]
68,13995,"[('13559', 1, 'N'), ('28079', 1, 'S'), ('4661', 1, 'N'), ('61771', 1, 'N'), ('13420', 1, 'N'), ('18118', 1, 'N'), ('61771', 1, 'S')]",[SKR] [POS] [I13559] [REC] [POS] [I28079] [SKR] [POS] [I4661] [POS] [I61771] [POS] [I13420] [POS] [I18118] [REC] [POS] [I61771]
69,13404,"[('57168', 1, 'S'), ('14168', 1, 'N'), ('25572', 1, 'S')]",[REC] [POS] [I57168] [SKR] [POS] [I14168] [REC] [POS] [I25572] [SKR] [POS] [EA23926972]
70,2891,"[('8405', 1, 'S'), ('36684', 1, 'N'), ('56110', 1, 'N')]",[SKR] [POS] [EG188473] [POS] [EG157443] [REC] [POS] [I8405] [SKR] [POS] [I36684] [POS] [EA23926972] [POS] [I56110] [REC] [POS] [EG188473]
71,5405,"[('63382', 1, 'S'), ('12977', 1, 'S'), ('41613', 1, 'S')]",[REC] [POS] [I63382] [POS] [I12977] [POS] [I41613]
72,7438,"[('58064', 1, 'S'), ('58064', 1, 'N'), ('40706', 1, 'S')]",[SKR] [POS] [EG200092] [REC] [POS] [I58064] [POS] [EG200092] [SKR] [POS] [I58064] [REC] [POS] [I40706]
73,12798,"[('3670', 1, 'N'), ('18757', 1, 'S'), ('18757', 1, 'N'), ('25386', 1, 'S'), ('25386', 1, 'N'), ('25386', 1, 'N'), ('25386', 1, 'N')]",[SKR] [POS] [I3670] [REC] [POS] [I18757] [SKR] [POS] [I18757] [REC] [POS] [I25386] [SKR] [POS] [I25386] [POS] [I25386] [POS] [I25386]
74,16735,"[('58204', 1, 'N'), ('51700', 1, 'S'), ('49794', 1, 'N'), ('24765', 1, 'S'), ('11428', 1, 'N')]",[SKR] [POS] [EG157443] [POS] [I58204] [REC] [POS] [I51700] [SKR] [POS] [I49794] [REC] [POS] [EA40791] [POS] [I24765] [NEG] [EG157443] [POS] [EG130232] [SKR] [POS] [I11428]
75,16144,"[('57577', 1, 'N'), ('52572', 1, 'S'), ('9079', 1, 'S'), ('30879', 1, 'S'), ('10734', 1, 'S'), ('9079', 1, 'N'), ('30879', 1, 'N')]",[SKR] [POS] [I57577] [REC] [POS] [I52572] [POS] [I9079] [POS] [I30879] [POS] [I10734] [SKR] [POS] [I9079] [POS] [I30879]
76,5520,"[('46204', 1, 'S'), ('60818', 1, 'S')]",[REC] [POS] [I46204] [POS] [EG157443] [POS] [EG2484376] [POS] [I60818]
77,13932,"[('34577', 1, 'S'), ('13916', 1, 'S'), ('18767', 1, 'S'), ('38379', 1, 'S')]",[REC] [POS] [EG188473] [POS] [I34577] [SKR] [POS] [EG188473] [REC] [POS] [I13916] [POS] [I18767] [POS] [I38379]
78,12285,"[('20475', 1, 'S'), ('44535', 1, 'N'), ('29965', 1, 'S'), ('15219', 1, 'S')]",[REC] [POS] [I20475] [SKR] [POS] [EG157443] [POS] [I44535] [REC] [POS] [I29965] [POS] [I15219] [POS] [EA9013304]
79,3654,"[('14747', 1, 'S'), ('14412', 1, 'S'), ('14747', 1, 'N'), ('14412', 1, 'N'), ('49794', 1, 'N'), ('22525', 1, 'N')]",[REC] [POS] [I14747] [POS] [I14412] [SKR] [POS] [I14747] [POS] [I14412] [POS] [I49794] [POS] [I22525]
80,8283,"[('40599', 1, 'N'), ('5517', 1, 'S'), ('44096', 1, 'S'), ('44096', 1, 'N'), ('28129', 1, 'S'), ('20675', 1, 'S')]",[SKR] [POS] [EG157443] [POS] [I40599] [REC] [POS] [EG157443] [POS] [I5517] [POS] [I44096] [SKR] [POS] [I44096] [REC] [POS] [I28129] [POS] [EG157443] [POS] [EG157443] [POS] [EG157443] [POS] [EG188473] [POS] [I20675]
81,3747,"[('56411', 1, 'S'), ('49747', 1, 'S'), ('49747', 1, 'N'), ('55933', 1, 'S'), ('42071', 1, 'S'), ('42071', 1, 'N'), ('14453', 1, 'N'), ('58688', 1, 'S'), ('7254', 1, 'S')]",[SKR] [POS] [EG157443] [REC] [POS] [I56411] [POS] [I49747] [SKR] [POS] [I49747] [REC] [POS] [I55933] [POS] [I42071] [SKR] [POS] [I42071] [POS] [I14453] [REC] [POS] [I58688] [POS] [I7254] [POS] [EG1054574] [SKR] [POS] [EG1054574]
82,808,"[('42218', 1, 'S'), ('601', 1, 'S')]",[REC] [POS] [I42218] [POS] [I601] [POS] [EG130232]
83,12753,"[('9032', 1, 'S'), ('18636', 1, 'S'), ('52674', 1, 'S'), ('7898', 1, 'S'), ('9032', 1, 'N'), ('32186', ['NEG'], 'N'), ('25615', 1, 'N')]",[SKR] [POS] [EG200092] [REC] [POS] [I9032] [POS] [I18636] [POS] [I52674] [POS] [I7898] [SKR] [POS] [I9032] [NEG] [I32186] [POS] [I25615]
84,11877,"[('8405', 1, 'S'), ('4597', 1, 'S'), ('8405', 1, 'N'), ('63935', 1, 'S'), ('20496', 1, 'N'), ('14747', 1, 'S')]",[REC] [POS] [I8405] [POS] [I4597] [SKR] [POS] [I8405] [REC] [POS] [I63935] [SKR] [POS] [EA83338] [POS] [I20496] [REC] [POS] [I14747]
85,14792,"[('36338', 1, 'N'), ('36414', 1, 'N'), ('38108', 1, 'N'), ('34577', 1, 'S'), ('60091', 1, 'S')]",[SKR] [POS] [I36338] [POS] [I36414] [POS] [EG188473] [POS] [EG188473] [POS] [I38108] [REC] [POS] [I34577] [POS] [I60091] [POS] [EG188473]
